"","country","continent","year","lifeExp","pop","gdpPercap","diff_lifeExp","diff_pop"
"732","Iran","Asia",2007,70.964,69453570,11605.71449,1.51300000000001,2545744
"733","Iraq","Asia",1952,45.32,5441766,4129.766056,0,0
"734","Iraq","Asia",1957,48.437,6248643,6229.333562,3.117,806877
"735","Iraq","Asia",1962,51.457,7240260,8341.737815,3.02,991617
"736","Iraq","Asia",1967,54.459,8519282,8931.459811,3.002,1279022
"737","Iraq","Asia",1972,56.95,10061506,9576.037596,2.491,1542224
"738","Iraq","Asia",1977,60.413,11882916,14688.23507,3.46299999999999,1821410
"739","Iraq","Asia",1982,62.038,14173318,14517.90711,1.625,2290402
"740","Iraq","Asia",1987,65.044,16543189,11643.57268,3.006,2369871
"741","Iraq","Asia",1992,59.461,17861905,3745.640687,-5.583,1318716
"742","Iraq","Asia",1997,58.811,20775703,3076.239795,-0.649999999999999,2913798
"743","Iraq","Asia",2002,57.046,24001816,4390.717312,-1.765,3226113
"744","Iraq","Asia",2007,59.545,27499638,4471.061906,2.499,3497822
"745","Ireland","Europe",1952,66.91,2952156,5210.280328,0,0
"746","Ireland","Europe",1957,68.9,2878220,5599.077872,1.99000000000001,-73936
"747","Ireland","Europe",1962,70.29,2830000,6631.597314,1.39,-48220
"748","Ireland","Europe",1967,71.08,2900100,7655.568963,0.789999999999992,70100
"749","Ireland","Europe",1972,71.28,3024400,9530.772896,0.200000000000003,124300
"750","Ireland","Europe",1977,72.03,3271900,11150.98113,0.75,247500
"751","Ireland","Europe",1982,73.1,3480000,12618.32141,1.06999999999999,208100
"752","Ireland","Europe",1987,74.36,3539900,13872.86652,1.26000000000001,59900
"753","Ireland","Europe",1992,75.467,3557761,17558.81555,1.107,17861
"754","Ireland","Europe",1997,76.122,3667233,24521.94713,0.655000000000001,109472
"755","Ireland","Europe",2002,77.783,3879155,34077.04939,1.661,211922
"756","Ireland","Europe",2007,78.885,4109086,40675.99635,1.102,229931
"757","Israel","Asia",1952,65.39,1620914,4086.522128,0,0
"758","Israel","Asia",1957,67.84,1944401,5385.278451,2.45,323487
"759","Israel","Asia",1962,69.39,2310904,7105.630706,1.55,366503
"760","Israel","Asia",1967,70.75,2693585,8393.741404,1.36,382681
"761","Israel","Asia",1972,71.63,3095893,12786.93223,0.879999999999995,402308
"762","Israel","Asia",1977,73.06,3495918,13306.61921,1.43000000000001,400025
"763","Israel","Asia",1982,74.45,3858421,15367.0292,1.39,362503
"764","Israel","Asia",1987,75.6,4203148,17122.47986,1.14999999999999,344727
"765","Israel","Asia",1992,76.93,4936550,18051.52254,1.33000000000001,733402
"766","Israel","Asia",1997,78.269,5531387,20896.60924,1.339,594837
"767","Israel","Asia",2002,79.696,6029529,21905.59514,1.42699999999999,498142
"768","Israel","Asia",2007,80.745,6426679,25523.2771,1.04900000000001,397150
"769","Italy","Europe",1952,65.94,47666000,4931.404155,0,0
"770","Italy","Europe",1957,67.81,49182000,6248.656232,1.87,1516000
"771","Italy","Europe",1962,69.24,50843200,8243.58234,1.42999999999999,1661200
"772","Italy","Europe",1967,71.06,52667100,10022.40131,1.82000000000001,1823900
"773","Italy","Europe",1972,72.19,54365564,12269.27378,1.13,1698464
"774","Italy","Europe",1977,73.48,56059245,14255.98475,1.29000000000001,1693681
"775","Italy","Europe",1982,74.98,56535636,16537.4835,1.5,476391
"776","Italy","Europe",1987,76.42,56729703,19207.23482,1.44,194067
"777","Italy","Europe",1992,77.44,56840847,22013.64486,1.02,111144
"778","Italy","Europe",1997,78.82,57479469,24675.02446,1.38,638622
"779","Italy","Europe",2002,80.24,57926999,27968.09817,1.42,447530
"780","Italy","Europe",2007,80.546,58147733,28569.7197,0.306000000000012,220734
"781","Jamaica","Americas",1952,58.53,1426095,2898.530881,0,0
"782","Jamaica","Americas",1957,62.61,1535090,4756.525781,4.08,108995
"783","Jamaica","Americas",1962,65.61,1665128,5246.107524,3,130038
"784","Jamaica","Americas",1967,67.51,1861096,6124.703451,1.90000000000001,195968
"785","Jamaica","Americas",1972,69,1997616,7433.889293,1.48999999999999,136520
"786","Jamaica","Americas",1977,70.11,2156814,6650.195573,1.11,159198
"787","Jamaica","Americas",1982,71.21,2298309,6068.05135,1.09999999999999,141495
"788","Jamaica","Americas",1987,71.77,2326606,6351.237495,0.560000000000002,28297
"789","Jamaica","Americas",1992,71.766,2378618,7404.923685,-0.00399999999999068,52012
"790","Jamaica","Americas",1997,72.262,2531311,7121.924704,0.495999999999995,152693
"791","Jamaica","Americas",2002,72.047,2664659,6994.774861,-0.215000000000003,133348
"792","Jamaica","Americas",2007,72.567,2780132,7320.880262,0.519999999999996,115473
"793","Japan","Asia",1952,63.03,86459025,3216.956347,0,0
"794","Japan","Asia",1957,65.5,91563009,4317.694365,2.47,5103984
"795","Japan","Asia",1962,68.73,95831757,6576.649461,3.23,4268748
"796","Japan","Asia",1967,71.43,100825279,9847.788607,2.7,4993522
"797","Japan","Asia",1972,73.42,107188273,14778.78636,1.98999999999999,6362994
"798","Japan","Asia",1977,75.38,113872473,16610.37701,1.95999999999999,6684200
"799","Japan","Asia",1982,77.11,118454974,19384.10571,1.73,4582501
"800","Japan","Asia",1987,78.67,122091325,22375.94189,1.56,3636351
"801","Japan","Asia",1992,79.36,124329269,26824.89511,0.689999999999998,2237944
"802","Japan","Asia",1997,80.69,125956499,28816.58499,1.33,1627230
"803","Japan","Asia",2002,82,127065841,28604.5919,1.31,1109342
"804","Japan","Asia",2007,82.603,127467972,31656.06806,0.602999999999994,402131
"805","Jordan","Asia",1952,43.158,607914,1546.907807,0,0
"806","Jordan","Asia",1957,45.669,746559,1886.080591,2.511,138645
"807","Jordan","Asia",1962,48.126,933559,2348.009158,2.457,187000
"808","Jordan","Asia",1967,51.629,1255058,2741.796252,3.503,321499
"809","Jordan","Asia",1972,56.528,1613551,2110.856309,4.899,358493
"810","Jordan","Asia",1977,61.134,1937652,2852.351568,4.606,324101
"811","Jordan","Asia",1982,63.739,2347031,4161.415959,2.605,409379
"812","Jordan","Asia",1987,65.869,2820042,4448.679912,2.13,473011
"813","Jordan","Asia",1992,68.015,3867409,3431.593647,2.146,1047367
"814","Jordan","Asia",1997,69.772,4526235,3645.379572,1.75700000000001,658826
"815","Jordan","Asia",2002,71.263,5307470,3844.917194,1.491,781235
"816","Jordan","Asia",2007,72.535,6053193,4519.461171,1.27199999999999,745723
"817","Kenya","Africa",1952,42.27,6464046,853.540919,0,0
"818","Kenya","Africa",1957,44.686,7454779,944.4383152,2.416,990733
"819","Kenya","Africa",1962,47.949,8678557,896.9663732,3.263,1223778
"820","Kenya","Africa",1967,50.654,10191512,1056.736457,2.70500000000001,1512955
"821","Kenya","Africa",1972,53.559,12044785,1222.359968,2.90499999999999,1853273
"822","Kenya","Africa",1977,56.155,14500404,1267.613204,2.596,2455619
"823","Kenya","Africa",1982,58.766,17661452,1348.225791,2.611,3161048
"824","Kenya","Africa",1987,59.339,21198082,1361.936856,0.573,3536630
"825","Kenya","Africa",1992,59.285,25020539,1341.921721,-0.054000000000002,3822457
"826","Kenya","Africa",1997,54.407,28263827,1360.485021,-4.878,3243288
"827","Kenya","Africa",2002,50.992,31386842,1287.514732,-3.415,3123015
"828","Kenya","Africa",2007,54.11,35610177,1463.249282,3.118,4223335
"829","Korea, Dem. Rep.","Asia",1952,50.056,8865488,1088.277758,0,0
"830","Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655,4.02500000000001,545893
"831","Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598,2.575,1506113
"832","Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609,3.286,1699515
"833","Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503,4.041,2164232
"834","Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249,3.17600000000001,1544079
"835","Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293,1.94099999999999,1322198
"836","Korea, Dem. Rep.","Asia",1987,70.647,19067554,4106.492315,1.54700000000001,1420036
"837","Korea, Dem. Rep.","Asia",1992,69.978,20711375,3726.063507,-0.669000000000011,1643821
"838","Korea, Dem. Rep.","Asia",1997,67.727,21585105,1690.756814,-2.25099999999999,873730
"839","Korea, Dem. Rep.","Asia",2002,66.662,22215365,1646.758151,-1.065,630260
"840","Korea, Dem. Rep.","Asia",2007,67.297,23301725,1593.06548,0.634999999999991,1086360
"841","Korea, Rep.","Asia",1952,47.453,20947571,1030.592226,0,0
"842","Korea, Rep.","Asia",1957,52.681,22611552,1487.593537,5.22799999999999,1663981
"843","Korea, Rep.","Asia",1962,55.292,26420307,1536.344387,2.611,3808755
"844","Korea, Rep.","Asia",1967,57.716,30131000,2029.228142,2.424,3710693
"845","Korea, Rep.","Asia",1972,62.612,33505000,3030.87665,4.896,3374000
"846","Korea, Rep.","Asia",1977,64.766,36436000,4657.22102,2.154,2931000
"847","Korea, Rep.","Asia",1982,67.123,39326000,5622.942464,2.357,2890000
"848","Korea, Rep.","Asia",1987,69.81,41622000,8533.088805,2.687,2296000
"849","Korea, Rep.","Asia",1992,72.244,43805450,12104.27872,2.434,2183450
"850","Korea, Rep.","Asia",1997,74.647,46173816,15993.52796,2.40300000000001,2368366
"851","Korea, Rep.","Asia",2002,77.045,47969150,19233.98818,2.398,1795334
"852","Korea, Rep.","Asia",2007,78.623,49044790,23348.13973,1.578,1075640
"853","Kuwait","Asia",1952,55.565,160000,108382.3529,0,0
"854","Kuwait","Asia",1957,58.033,212846,113523.1329,2.468,52846
"855","Kuwait","Asia",1962,60.47,358266,95458.11176,2.437,145420
"856","Kuwait","Asia",1967,64.624,575003,80894.88326,4.154,216737
"857","Kuwait","Asia",1972,67.712,841934,109347.867,3.08800000000001,266931
"858","Kuwait","Asia",1977,69.343,1140357,59265.47714,1.631,298423
"859","Kuwait","Asia",1982,71.309,1497494,31354.03573,1.96599999999999,357137
"860","Kuwait","Asia",1987,74.174,1891487,28118.42998,2.86500000000001,393993
"861","Kuwait","Asia",1992,75.19,1418095,34932.91959,1.01599999999999,-473392
"862","Kuwait","Asia",1997,76.156,1765345,40300.61996,0.966000000000008,347250
"863","Kuwait","Asia",2002,76.904,2111561,35110.10566,0.74799999999999,346216
"864","Kuwait","Asia",2007,77.588,2505559,47306.98978,0.683999999999997,393998
"865","Lebanon","Asia",1952,55.928,1439529,4834.804067,0,0
"866","Lebanon","Asia",1957,59.489,1647412,6089.786934,3.561,207883
"867","Lebanon","Asia",1962,62.094,1886848,5714.560611,2.605,239436
"868","Lebanon","Asia",1967,63.87,2186894,6006.983042,1.776,300046
"869","Lebanon","Asia",1972,65.421,2680018,7486.384341,1.55100000000001,493124
"870","Lebanon","Asia",1977,66.099,3115787,8659.696836,0.677999999999997,435769
"871","Lebanon","Asia",1982,66.983,3086876,7640.519521,0.884,-28911
"872","Lebanon","Asia",1987,67.926,3089353,5377.091329,0.942999999999998,2477
"873","Lebanon","Asia",1992,69.292,3219994,6890.806854,1.366,130641
"874","Lebanon","Asia",1997,70.265,3430388,8754.96385,0.972999999999999,210394
"875","Lebanon","Asia",2002,71.028,3677780,9313.93883,0.763000000000005,247392
"876","Lebanon","Asia",2007,71.993,3921278,10461.05868,0.964999999999989,243498
"877","Lesotho","Africa",1952,42.138,748747,298.8462121,0,0
"878","Lesotho","Africa",1957,45.047,813338,335.9971151,2.909,64591
"879","Lesotho","Africa",1962,47.747,893143,411.8006266,2.7,79805
"880","Lesotho","Africa",1967,48.492,996380,498.6390265,0.744999999999997,103237
"881","Lesotho","Africa",1972,49.767,1116779,496.5815922,1.27500000000001,120399
"882","Lesotho","Africa",1977,52.208,1251524,745.3695408,2.441,134745
"883","Lesotho","Africa",1982,55.078,1411807,797.2631074,2.87,160283
"884","Lesotho","Africa",1987,57.18,1599200,773.9932141,2.102,187393
"885","Lesotho","Africa",1992,59.685,1803195,977.4862725,2.505,203995
"886","Lesotho","Africa",1997,55.558,1982823,1186.147994,-4.127,179628
"887","Lesotho","Africa",2002,44.593,2046772,1275.184575,-10.965,63949
"888","Lesotho","Africa",2007,42.592,2012649,1569.331442,-2.001,-34123
"889","Liberia","Africa",1952,38.48,863308,575.5729961,0,0
"890","Liberia","Africa",1957,39.486,975950,620.9699901,1.006,112642
"891","Liberia","Africa",1962,40.502,1112796,634.1951625,1.01600000000001,136846
"892","Liberia","Africa",1967,41.536,1279406,713.6036483,1.034,166610
"893","Liberia","Africa",1972,42.614,1482628,803.0054535,1.078,203222
"894","Liberia","Africa",1977,43.764,1703617,640.3224383,1.15000000000001,220989
"895","Liberia","Africa",1982,44.852,1956875,572.1995694,1.08799999999999,253258
"896","Liberia","Africa",1987,46.027,2269414,506.1138573,1.175,312539
"897","Liberia","Africa",1992,40.802,1912974,636.6229191,-5.225,-356440
"898","Liberia","Africa",1997,42.221,2200725,609.1739508,1.419,287751
"899","Liberia","Africa",2002,43.753,2814651,531.4823679,1.532,613926
"900","Liberia","Africa",2007,45.678,3193942,414.5073415,1.925,379291
"901","Libya","Africa",1952,42.723,1019729,2387.54806,0,0
"902","Libya","Africa",1957,45.289,1201578,3448.284395,2.566,181849
"903","Libya","Africa",1962,47.808,1441863,6757.030816,2.519,240285
"904","Libya","Africa",1967,50.227,1759224,18772.75169,2.419,317361
"905","Libya","Africa",1972,52.773,2183877,21011.49721,2.54600000000001,424653
"906","Libya","Africa",1977,57.442,2721783,21951.21176,4.669,537906
"907","Libya","Africa",1982,62.155,3344074,17364.27538,4.713,622291
"908","Libya","Africa",1987,66.234,3799845,11770.5898,4.07899999999999,455771
"909","Libya","Africa",1992,68.755,4364501,9640.138501,2.521,564656
"910","Libya","Africa",1997,71.555,4759670,9467.446056,2.80000000000001,395169
"911","Libya","Africa",2002,72.737,5368585,9534.677467,1.18199999999999,608915
"912","Libya","Africa",2007,73.952,6036914,12057.49928,1.215,668329
"913","Madagascar","Africa",1952,36.681,4762912,1443.011715,0,0
"914","Madagascar","Africa",1957,38.865,5181679,1589.20275,2.184,418767
"915","Madagascar","Africa",1962,40.848,5703324,1643.38711,1.983,521645
"916","Madagascar","Africa",1967,42.881,6334556,1634.047282,2.033,631232
"917","Madagascar","Africa",1972,44.851,7082430,1748.562982,1.97,747874
"918","Madagascar","Africa",1977,46.881,8007166,1544.228586,2.03,924736
"919","Madagascar","Africa",1982,48.969,9171477,1302.878658,2.088,1164311
"920","Madagascar","Africa",1987,49.35,10568642,1155.441948,0.381,1397165
"921","Madagascar","Africa",1992,52.214,12210395,1040.67619,2.864,1641753
"922","Madagascar","Africa",1997,54.978,14165114,986.2958956,2.764,1954719
"923","Madagascar","Africa",2002,57.286,16473477,894.6370822,2.308,2308363
"924","Madagascar","Africa",2007,59.443,19167654,1044.770126,2.157,2694177
"925","Malawi","Africa",1952,36.256,2917802,369.1650802,0,0
"926","Malawi","Africa",1957,37.207,3221238,416.3698064,0.951000000000001,303436
"927","Malawi","Africa",1962,38.41,3628608,427.9010856,1.203,407370
"928","Malawi","Africa",1967,39.487,4147252,495.5147806,1.07700000000001,518644
"929","Malawi","Africa",1972,41.766,4730997,584.6219709,2.279,583745
"930","Malawi","Africa",1977,43.767,5637246,663.2236766,2.001,906249
"931","Malawi","Africa",1982,45.642,6502825,632.8039209,1.875,865579
"932","Malawi","Africa",1987,47.457,7824747,635.5173634,1.815,1321922
"933","Malawi","Africa",1992,49.42,10014249,563.2000145,1.963,2189502
"934","Malawi","Africa",1997,47.495,10419991,692.2758103,-1.925,405742
"935","Malawi","Africa",2002,45.009,11824495,665.4231186,-2.486,1404504
"936","Malawi","Africa",2007,48.303,13327079,759.3499101,3.294,1502584
"937","Malaysia","Asia",1952,48.463,6748378,1831.132894,0,0
"938","Malaysia","Asia",1957,52.102,7739235,1810.066992,3.639,990857
"939","Malaysia","Asia",1962,55.737,8906385,2036.884944,3.63500000000001,1167150
"940","Malaysia","Asia",1967,59.371,10154878,2277.742396,3.634,1248493
"941","Malaysia","Asia",1972,63.01,11441462,2849.09478,3.639,1286584
"942","Malaysia","Asia",1977,65.256,12845381,3827.921571,2.246,1403919
"943","Malaysia","Asia",1982,68,14441916,4920.355951,2.744,1596535
"944","Malaysia","Asia",1987,69.5,16331785,5249.802653,1.5,1889869
"945","Malaysia","Asia",1992,70.693,18319502,7277.912802,1.193,1987717
"946","Malaysia","Asia",1997,71.938,20476091,10132.90964,1.245,2156589
"947","Malaysia","Asia",2002,73.044,22662365,10206.97794,1.10599999999999,2186274
"948","Malaysia","Asia",2007,74.241,24821286,12451.6558,1.197,2158921
"949","Mali","Africa",1952,33.685,3838168,452.3369807,0,0
"950","Mali","Africa",1957,35.307,4241884,490.3821867,1.622,403716
"951","Mali","Africa",1962,36.936,4690372,496.1743428,1.629,448488
"952","Mali","Africa",1967,38.487,5212416,545.0098873,1.551,522044
"953","Mali","Africa",1972,39.977,5828158,581.3688761,1.48999999999999,615742
"954","Mali","Africa",1977,41.714,6491649,686.3952693,1.737,663491
"955","Mali","Africa",1982,43.916,6998256,618.0140641,2.202,506607
"956","Mali","Africa",1987,46.364,7634008,684.1715576,2.448,635752
"957","Mali","Africa",1992,48.388,8416215,739.014375,2.024,782207
"958","Mali","Africa",1997,49.903,9384984,790.2579846,1.515,968769
"959","Mali","Africa",2002,51.818,10580176,951.4097518,1.915,1195192
"960","Mali","Africa",2007,54.467,12031795,1042.581557,2.649,1451619
"961","Mauritania","Africa",1952,40.543,1022556,743.1159097,0,0
"962","Mauritania","Africa",1957,42.338,1076852,846.1202613,1.795,54296
"963","Mauritania","Africa",1962,44.248,1146757,1055.896036,1.91,69905
"964","Mauritania","Africa",1967,46.289,1230542,1421.145193,2.041,83785
"965","Mauritania","Africa",1972,48.437,1332786,1586.851781,2.148,102244
"966","Mauritania","Africa",1977,50.852,1456688,1497.492223,2.415,123902
"967","Mauritania","Africa",1982,53.599,1622136,1481.150189,2.747,165448
"968","Mauritania","Africa",1987,56.145,1841240,1421.603576,2.54600000000001,219104
"969","Mauritania","Africa",1992,58.333,2119465,1361.369784,2.188,278225
"970","Mauritania","Africa",1997,60.43,2444741,1483.136136,2.097,325276
"971","Mauritania","Africa",2002,62.247,2828858,1579.019543,1.817,384117
"972","Mauritania","Africa",2007,64.164,3270065,1803.151496,1.917,441207
"973","Mauritius","Africa",1952,50.986,516556,1967.955707,0,0
"974","Mauritius","Africa",1957,58.089,609816,2034.037981,7.103,93260
"975","Mauritius","Africa",1962,60.246,701016,2529.067487,2.157,91200
"976","Mauritius","Africa",1967,61.557,789309,2475.387562,1.311,88293
"977","Mauritius","Africa",1972,62.944,851334,2575.484158,1.387,62025
"978","Mauritius","Africa",1977,64.93,913025,3710.982963,1.986,61691
"979","Mauritius","Africa",1982,66.711,992040,3688.037739,1.78099999999999,79015
"980","Mauritius","Africa",1987,68.74,1042663,4783.586903,2.029,50623
"981","Mauritius","Africa",1992,69.745,1096202,6058.253846,1.00500000000001,53539
"982","Mauritius","Africa",1997,70.736,1149818,7425.705295,0.991,53616
"983","Mauritius","Africa",2002,71.954,1200206,9021.815894,1.21799999999999,50388
"984","Mauritius","Africa",2007,72.801,1250882,10956.99112,0.847000000000008,50676
"985","Mexico","Americas",1952,50.789,30144317,3478.125529,0,0
"986","Mexico","Americas",1957,55.19,35015548,4131.546641,4.401,4871231
"987","Mexico","Americas",1962,58.299,41121485,4581.609385,3.109,6105937
"988","Mexico","Americas",1967,60.11,47995559,5754.733883,1.811,6874074
"989","Mexico","Americas",1972,62.361,55984294,6809.40669,2.251,7988735
"990","Mexico","Americas",1977,65.032,63759976,7674.929108,2.671,7775682
"991","Mexico","Americas",1982,67.405,71640904,9611.147541,2.373,7880928
"992","Mexico","Americas",1987,69.498,80122492,8688.156003,2.093,8481588
"993","Mexico","Americas",1992,71.455,88111030,9472.384295,1.95699999999999,7988538
"994","Mexico","Americas",1997,73.67,95895146,9767.29753,2.215,7784116
"995","Mexico","Americas",2002,74.902,102479927,10742.44053,1.232,6584781
"996","Mexico","Americas",2007,76.195,108700891,11977.57496,1.29299999999999,6220964
"997","Mongolia","Asia",1952,42.244,800663,786.5668575,0,0
"998","Mongolia","Asia",1957,45.248,882134,912.6626085,3.004,81471
"999","Mongolia","Asia",1962,48.251,1010280,1056.353958,3.003,128146
"1000","Mongolia","Asia",1967,51.253,1149500,1226.04113,3.002,139220
"1001","Mongolia","Asia",1972,53.754,1320500,1421.741975,2.501,171000
"1002","Mongolia","Asia",1977,55.491,1528000,1647.511665,1.737,207500
"1003","Mongolia","Asia",1982,57.489,1756032,2000.603139,1.998,228032
"1004","Mongolia","Asia",1987,60.222,2015133,2338.008304,2.733,259101
"1005","Mongolia","Asia",1992,61.271,2312802,1785.402016,1.049,297669
"1006","Mongolia","Asia",1997,63.625,2494803,1902.2521,2.354,182001
"1007","Mongolia","Asia",2002,65.033,2674234,2140.739323,1.408,179431
"1008","Mongolia","Asia",2007,66.803,2874127,3095.772271,1.77,199893
"1009","Montenegro","Europe",1952,59.164,413834,2647.585601,0,0
"1010","Montenegro","Europe",1957,61.448,442829,3682.259903,2.284,28995
"1011","Montenegro","Europe",1962,63.728,474528,4649.593785,2.28,31699
"1012","Montenegro","Europe",1967,67.178,501035,5907.850937,3.45,26507
"1013","Montenegro","Europe",1972,70.636,527678,7778.414017,3.458,26643
"1014","Montenegro","Europe",1977,73.066,560073,9595.929905,2.43000000000001,32395
"1015","Montenegro","Europe",1982,74.101,562548,11222.58762,1.035,2475
"1016","Montenegro","Europe",1987,74.865,569473,11732.51017,0.763999999999996,6925
"1017","Montenegro","Europe",1992,75.435,621621,7003.339037,0.570000000000007,52148
"1018","Montenegro","Europe",1997,75.445,692651,6465.613349,0.00999999999999091,71030
"1019","Montenegro","Europe",2002,73.981,720230,6557.194282,-1.464,27579
"1020","Montenegro","Europe",2007,74.543,684736,9253.896111,0.562000000000012,-35494
"1021","Morocco","Africa",1952,42.873,9939217,1688.20357,0,0
"1022","Morocco","Africa",1957,45.423,11406350,1642.002314,2.55,1467133
"1023","Morocco","Africa",1962,47.924,13056604,1566.353493,2.501,1650254
"1024","Morocco","Africa",1967,50.335,14770296,1711.04477,2.411,1713692
"1025","Morocco","Africa",1972,52.862,16660670,1930.194975,2.527,1890374
"1026","Morocco","Africa",1977,55.73,18396941,2370.619976,2.86799999999999,1736271
"1027","Morocco","Africa",1982,59.65,20198730,2702.620356,3.92,1801789
"1028","Morocco","Africa",1987,62.677,22987397,2755.046991,3.027,2788667
"1029","Morocco","Africa",1992,65.393,25798239,2948.047252,2.716,2810842
"1030","Morocco","Africa",1997,67.66,28529501,2982.101858,2.267,2731262
"1031","Morocco","Africa",2002,69.615,31167783,3258.495584,1.955,2638282
"1032","Morocco","Africa",2007,71.164,33757175,3820.17523,1.54900000000001,2589392
"1033","Mozambique","Africa",1952,31.286,6446316,468.5260381,0,0
"1034","Mozambique","Africa",1957,33.779,7038035,495.5868333,2.493,591719
"1035","Mozambique","Africa",1962,36.161,7788944,556.6863539,2.382,750909
"1036","Mozambique","Africa",1967,38.113,8680909,566.6691539,1.952,891965
"1037","Mozambique","Africa",1972,40.328,9809596,724.9178037,2.215,1128687
"1038","Mozambique","Africa",1977,42.495,11127868,502.3197334,2.16699999999999,1318272
"1039","Mozambique","Africa",1982,42.795,12587223,462.2114149,0.300000000000004,1459355
"1040","Mozambique","Africa",1987,42.861,12891952,389.8761846,0.0659999999999954,304729
"1041","Mozambique","Africa",1992,44.284,13160731,410.8968239,1.423,268779
"1042","Mozambique","Africa",1997,46.344,16603334,472.3460771,2.06,3442603
"1043","Mozambique","Africa",2002,44.026,18473780,633.6179466,-2.318,1870446
"1044","Mozambique","Africa",2007,42.082,19951656,823.6856205,-1.944,1477876
"1045","Myanmar","Asia",1952,36.319,20092996,331,0,0
"1046","Myanmar","Asia",1957,41.905,21731844,350,5.586,1638848
"1047","Myanmar","Asia",1962,45.108,23634436,388,3.203,1902592
"1048","Myanmar","Asia",1967,49.379,25870271,349,4.271,2235835
"1049","Myanmar","Asia",1972,53.07,28466390,357,3.691,2596119
"1050","Myanmar","Asia",1977,56.059,31528087,371,2.989,3061697
"1051","Myanmar","Asia",1982,58.056,34680442,424,1.997,3152355
"1052","Myanmar","Asia",1987,58.339,38028578,385,0.283000000000001,3348136
"1053","Myanmar","Asia",1992,59.32,40546538,347,0.981000000000002,2517960
"1054","Myanmar","Asia",1997,60.328,43247867,415,1.008,2701329
"1055","Myanmar","Asia",2002,59.908,45598081,611,-0.420000000000002,2350214
"1056","Myanmar","Asia",2007,62.069,47761980,944,2.161,2163899
"1057","Namibia","Africa",1952,41.725,485831,2423.780443,0,0
"1058","Namibia","Africa",1957,45.226,548080,2621.448058,3.501,62249
"1059","Namibia","Africa",1962,48.386,621392,3173.215595,3.16,73312
"1060","Namibia","Africa",1967,51.159,706640,3793.694753,2.773,85248
"1061","Namibia","Africa",1972,53.867,821782,3746.080948,2.708,115142
"1062","Namibia","Africa",1977,56.437,977026,3876.485958,2.57,155244
"1063","Namibia","Africa",1982,58.968,1099010,4191.100511,2.53100000000001,121984
"1064","Namibia","Africa",1987,60.835,1278184,3693.731337,1.867,179174
"1065","Namibia","Africa",1992,61.999,1554253,3804.537999,1.164,276069
"1066","Namibia","Africa",1997,58.909,1774766,3899.52426,-3.09,220513
"1067","Namibia","Africa",2002,51.479,1972153,4072.324751,-7.43,197387
"1068","Namibia","Africa",2007,52.906,2055080,4811.060429,1.427,82927
"1069","Nepal","Asia",1952,36.157,9182536,545.8657229,0,0
"1070","Nepal","Asia",1957,37.686,9682338,597.9363558,1.529,499802
"1071","Nepal","Asia",1962,39.393,10332057,652.3968593,1.707,649719
"1072","Nepal","Asia",1967,41.472,11261690,676.4422254,2.079,929633
"1073","Nepal","Asia",1972,43.971,12412593,674.7881296,2.499,1150903
"1074","Nepal","Asia",1977,46.748,13933198,694.1124398,2.777,1520605
"1075","Nepal","Asia",1982,49.594,15796314,718.3730947,2.846,1863116
"1076","Nepal","Asia",1987,52.537,17917180,775.6324501,2.943,2120866
"1077","Nepal","Asia",1992,55.727,20326209,897.7403604,3.19,2409029
"1078","Nepal","Asia",1997,59.426,23001113,1010.892138,3.69900000000001,2674904
"1079","Nepal","Asia",2002,61.34,25873917,1057.206311,1.914,2872804
"1080","Nepal","Asia",2007,63.785,28901790,1091.359778,2.44499999999999,3027873
"1081","Netherlands","Europe",1952,72.13,10381988,8941.571858,0,0
"1082","Netherlands","Europe",1957,72.99,11026383,11276.19344,0.859999999999999,644395
"1083","Netherlands","Europe",1962,73.23,11805689,12790.84956,0.240000000000009,779306
"1084","Netherlands","Europe",1967,73.82,12596822,15363.25136,0.589999999999989,791133
"1085","Netherlands","Europe",1972,73.75,13329874,18794.74567,-0.0699999999999932,733052
"1086","Netherlands","Europe",1977,75.24,13852989,21209.0592,1.48999999999999,523115
"1087","Netherlands","Europe",1982,76.05,14310401,21399.46046,0.810000000000002,457412
"1088","Netherlands","Europe",1987,76.83,14665278,23651.32361,0.780000000000001,354877
"1089","Netherlands","Europe",1992,77.42,15174244,26790.94961,0.590000000000003,508966
"1090","Netherlands","Europe",1997,78.03,15604464,30246.13063,0.609999999999999,430220
"1091","Netherlands","Europe",2002,78.53,16122830,33724.75778,0.5,518366
"1092","Netherlands","Europe",2007,79.762,16570613,36797.93332,1.232,447783
"1093","New Zealand","Oceania",1952,69.39,1994794,10556.57566,0,0
"1094","New Zealand","Oceania",1957,70.26,2229407,12247.39532,0.870000000000005,234613
"1095","New Zealand","Oceania",1962,71.24,2488550,13175.678,0.97999999999999,259143
"1096","New Zealand","Oceania",1967,71.52,2728150,14463.91893,0.280000000000001,239600
"1097","New Zealand","Oceania",1972,71.89,2929100,16046.03728,0.370000000000005,200950
